Type,Subcarrier Spacing,Symbol time,Subcarriers FFT,CP length,Average Received Power (mW),Threshold,SNR,Average Signal Power,Average Noise Power
Tone,244.141,0.004096,1024,64,285.898,1,5.63295,-0.298834,-5.93179
Tone,488.281,0.002048,512,64,285.728,1,5.65492,-0.296785,-5.9517
Tone,488.281,0.002048,512,64,268.988,1,5.69902,-0.293302,-5.99232
Tone,488.281,0.002048,512,64,274.082,1,5.74199,-0.289044,-6.03104
Tone,244.141,0.004096,1024,64,299.594,1,5.76221,-0.286154,-6.04837
Tone,488.281,0.002048,512,64,315.532,1,5.79879,-0.278692,-6.07749
Tone,244.141,0.004096,1024,64,352.192,1,5.82917,-0.269561,-6.09873
Tone,244.141,0.004096,1024,64,361.432,1,5.8556,-0.260038,-6.11563
Tone,244.141,0.004096,1024,64,350.026,1,5.87,-0.256139,-6.12614
Tone,976.562,0.001024,256,32,325.652,1,5.90688,-0.249697,-6.15657
Tone,244.141,0.004096,1024,64,295.245,1,5.94643,-0.245616,-6.19205
Tone,976.562,0.001024,256,64,270.76,1,5.96665,-0.244153,-6.2108
Tone,244.141,0.004096,1024,64,259.934,1,6.00638,-0.241991,-6.24837
Tone,244.141,0.004096,1024,64,273.856,1,6.04539,-0.238386,-6.28378
Tone,488.281,0.002048,512,64,292.165,1,6.0633,-0.236318,-6.29962
Tone,488.281,0.002048,512,64,317.208,1,6.09606,-0.22984,-6.3259
Tone,488.281,0.002048,512,64,367.644,1,6.12323,-0.221782,-6.34502
Tone,488.281,0.002048,512,32,350.002,1,6.14915,-0.213755,-6.36291
Tone,976.562,0.001024,256,64,329.946,1,6.16549,-0.210538,-6.37603
Tone,488.281,0.002048,512,64,315.453,1,6.20069,-0.205642,-6.40633
Tone,488.281,0.002048,512,64,287.498,1,6.23774,-0.2027,-6.44044
Tone,244.141,0.004096,1024,64,277.025,1,6.2565,-0.201625,-6.45813
Tone,244.141,0.004096,1024,64,266.674,1,6.29313,-0.199703,-6.49283
Tone,488.281,0.002048,512,64,283.83,1,6.32832,-0.196094,-6.52441
Tone,244.141,0.004096,1024,64,314.059,1,6.35955,-0.190628,-6.55018
Tone,488.281,0.002048,512,64,349.031,1,6.37307,-0.187034,-6.56011
Tone,244.141,0.004096,1024,64,357.711,1,6.39797,-0.179587,-6.57756
Tone,244.141,0.004096,1024,64,360.228,1,6.4207,-0.172559,-6.59326
Tone,488.281,0.002048,512,64,346.477,1,6.43555,-0.169674,-6.60523
Tone,976.562,0.001024,256,64,314.931,1,6.46805,-0.165432,-6.63348
Tone,488.281,0.002048,512,64,295.083,1,6.50218,-0.162972,-6.66515
Tone,244.141,0.004096,1024,64,272.137,1,6.53686,-0.161331,-6.69819
Tone,488.281,0.002048,512,64,244.71,1,6.5486,-0.161472,-6.71007
Tone,488.281,0.002048,512,64,265.747,1,6.58114,-0.159036,-6.74018
Tone,488.281,0.002048,512,64,303.823,1,6.61036,-0.154408,-6.76477
Tone,976.562,0.001024,256,32,330.037,1,6.623,-0.151453,-6.77446
Tone,488.281,0.002048,512,64,370.654,1,6.64084,-0.145902,-6.78675
Tone,488.281,0.002048,512,64,350.869,1,6.66547,-0.139712,-6.80518
Tone,488.281,0.002048,512,64,327.378,1,-2.51841,-7.84016,-5.32175
Tone,488.281,0.002048,512,64,320.832,1,-2.3365,-6.96575,-4.62925
Tone,488.281,0.002048,512,64,274.318,1,-1.94479,-5.80023,-3.85545
Tone,488.281,0.002048,512,64,257.488,1,-1.5784,-5.02202,-3.44363
Tone,488.281,0.002048,512,64,264.666,1,-1.25522,-4.44008,-3.18486
Tone,488.281,0.002048,512,64,272.058,1,-1.11425,-4.1933,-3.07905
Tone,488.281,0.002048,512,32,285.042,1,-0.871765,-3.75647,-2.88471
Tone,488.281,0.002048,512,64,315.641,1,-0.686278,-3.37066,-2.68439
Tone,488.281,0.002048,512,64,332.322,1,-0.605999,-3.20812,-2.60212
Tone,488.281,0.002048,512,64,339.175,1,-0.426717,-2.90333,-2.47661
Tone,15625,6.40E-05,16,32,314.983,1,-0.218716,-2.6754,-2.45668
Tone,488.281,0.002048,512,64,295.101,1,-0.000882465,-2.49373,-2.49285
Tone,488.281,0.002048,512,64,266.997,1,0.109999,-2.41903,-2.52903
Tone,488.281,0.002048,512,64,249.24,1,0.324433,-2.28339,-2.60782
Tone,488.281,0.002048,512,64,263.249,1,0.521604,-2.157,-2.67861
Tone,488.281,0.002048,512,64,266.062,1,0.61163,-2.09463,-2.70626
Tone,488.281,0.002048,512,64,291.031,1,0.769686,-1.96801,-2.7377
Tone,488.281,0.002048,512,64,328.82,1,0.901494,-1.84371,-2.74521
Tone,488.281,0.002048,512,64,336.472,1,1.02774,-1.72978,-2.75752
Tone,488.281,0.002048,512,64,333.295,1,1.09602,-1.68085,-2.77687
Tone,15625,6.40E-05,16,64,309.563,1,1.24042,-1.59715,-2.83757
Tone,488.281,0.002048,512,64,283.508,1,1.39221,-1.52979,-2.922
Tone,488.281,0.002048,512,64,267.217,1,1.46913,-1.5006,-2.96973
Tone,488.281,0.002048,512,64,256.683,1,1.61993,-1.44691,-3.06684
Tone,488.281,0.002048,512,64,260.182,1,1.76257,-1.39458,-3.15715
Tone,488.281,0.002048,512,64,280.491,1,1.89132,-1.3394,-3.23072
Tone,488.281,0.002048,512,64,301.714,1,1.94974,-1.31014,-3.25987
Tone,488.281,0.002048,512,64,342.342,1,2.05228,-1.24854,-3.30082
Tone,488.281,0.002048,512,64,339.917,1,2.14879,-1.18873,-3.33752
Tone,488.281,0.002048,512,64,334.351,1,2.20019,-1.16057,-3.36077
Tone,15625,6.40E-05,16,32,315.048,1,2.31049,-1.11523,-3.42572
Tone,488.281,0.002048,512,64,279.676,1,2.42664,-1.07898,-3.50563
Tone,488.281,0.002048,512,64,277.596,1,2.48539,-1.0633,-3.54869
Tone,488.281,0.002048,512,64,252.486,1,2.60107,-1.03516,-3.63623
Tone,488.281,0.002048,512,64,264.304,1,2.71136,-1.00619,-3.71755
Tone,488.281,0.002048,512,64,278.393,1,2.81112,-0.972474,-3.7836
Tone,488.281,0.002048,512,64,306.436,1,2.85651,-0.954266,-3.81078
Tone,488.281,0.002048,512,64,331.093,1,2.92936,-0.917147,-3.84651
Tone,488.281,0.002048,512,64,341.282,1,3.00447,-0.878784,-3.88326
Tone,488.281,0.002048,512,64,343.311,1,3.04443,-0.86155,-3.90598
Tone,488.281,0.002048,512,32,300.297,1,3.13206,-0.83285,-3.96491
Tone,488.281,0.002048,512,64,281.151,1,3.22493,-0.810989,-4.03592
Tone,488.281,0.002048,512,64,249.232,1,3.31959,-0.794106,-4.11369
Tone,488.281,0.002048,512,64,251.405,1,3.36639,-0.786461,-4.15285
Tone,488.281,0.002048,512,64,254.738,1,3.45726,-0.769729,-4.22699
Tone,488.281,0.002048,512,64,275.576,1,3.54062,-0.749492,-4.29011
Tone,488.281,0.002048,512,64,294.723,1,3.5781,-0.737674,-4.31578
Tone,488.281,0.002048,512,64,333.93,1,3.64049,-0.709903,-4.3504
Tone,488.281,0.002048,512,64,361.73,1,3.70189,-0.683204,-4.38509
Tone,244.141,0.004096,1024,64,305.629,1,3.7708,-0.661135,-4.43194
Tone,15625,6.40E-05,16,64,290.593,1,3.80842,-0.652025,-4.46045
Tone,488.281,0.002048,512,64,281.483,1,3.88703,-0.637911,-4.52494
Tone,488.281,0.002048,512,64,269.711,1,3.96643,-0.62656,-4.59299
Tone,488.281,0.002048,512,64,261.619,1,4.00562,-0.620841,-4.62646
Tone,488.281,0.002048,512,64,258.644,1,4.08175,-0.609273,-4.69102
Tone,488.281,0.002048,512,64,280.072,1,4.15113,-0.594415,-4.74555
Tone,488.281,0.002048,512,64,318.639,1,4.20888,-0.575161,-4.78404
Tone,488.281,0.002048,512,64,330.962,1,4.23292,-0.563799,-4.79672
Tone,488.281,0.002048,512,64,340.128,1,4.28416,-0.544132,-4.82829
Tone,488.281,0.002048,512,64,308.387,1,4.33618,-0.529277,-4.86545
Tone,488.281,0.002048,512,64,303.477,1,4.36805,-0.522784,-4.89083
Tone,244.141,0.004096,1024,64,275.238,1,4.43493,-0.512347,-4.94728
Tone,488.281,0.002048,512,64,267.049,1,4.50306,-0.504598,-5.00766
Tone,488.281,0.002048,512,64,257.067,1,4.57008,-0.497272,-5.06735
Tone,244.141,0.004096,1024,64,263.841,1,4.60262,-0.493142,-5.09576
Tone,488.281,0.002048,512,64,290.435,1,4.66336,-0.481787,-5.14515
Tone,488.281,0.002048,512,64,328.346,1,4.7138,-0.467481,-5.18128
Tone,488.281,0.002048,512,64,337.391,1,4.73458,-0.459665,-5.19425
Tone,488.281,0.002048,512,64,348.261,1,4.77663,-0.444002,-5.22063
Tone,488.281,0.002048,512,64,332.65,1,4.82811,-0.431362,-5.25947
Tone,244.141,0.004096,1024,64,294.267,1,4.88547,-0.42298,-5.30845
Tone,488.281,0.002048,512,64,265.991,1,4.91508,-0.420079,-5.33516
Tone,244.141,0.004096,1024,64,261.909,1,4.97498,-0.414824,-5.38981
Tone,244.141,0.004096,1024,64,264.212,1,5.03299,-0.409315,-5.4423
Tone,244.141,0.004096,1024,64,260.531,1,5.06129,-0.406055,-5.46735
Tone,488.281,0.002048,512,64,274.199,1,5.11321,-0.3976,-5.51081
Tone,488.281,0.002048,512,64,333.697,1,5.15584,-0.385696,-5.54154
Tone,488.281,0.002048,512,64,343.278,1,5.17361,-0.379021,-5.55264
Tone,488.281,0.002048,512,64,334.901,1,5.21171,-0.365896,-5.5776
Tone,488.281,0.002048,512,64,327.253,1,5.25505,-0.355508,-5.61056
Tone,15625,6.40E-05,16,32,303.366,1,5.30516,-0.348206,-5.65337
Tone,488.281,0.002048,512,64,288.347,1,5.33139,-0.345733,-5.67712
Tone,488.281,0.002048,512,64,248.39,1,5.38411,-0.34219,-5.7263
Tone,488.281,0.002048,512,64,256.287,1,5.43622,-0.338421,-5.77464
Tone,244.141,0.004096,1024,64,264.817,1,5.46152,-0.336303,-5.79782
Tone,488.281,0.002048,512,64,284.786,1,5.50875,-0.329389,-5.83813
Tone,488.281,0.002048,512,64,314.245,1,5.54913,-0.320085,-5.86922
Tone,244.141,0.004096,1024,64,349.614,1,5.5779,-0.309851,-5.88775
Tone,244.141,0.004096,1024,64,356.176,1,5.5978,-0.303253,-5.90105
Tone,244.141,0.004096,1024,64,334.688,1,5.63783,-0.294599,-5.93243
Tone,244.141,0.004096,1024,64,296.35,1,5.68349,-0.289056,-5.97254
Tone,244.141,0.004096,1024,64,268.771,1,5.70722,-0.287383,-5.99461
Tone,244.141,0.004096,1024,64,266.531,1,5.75526,-0.284394,-6.03965
Tone,244.141,0.004096,1024,64,257.289,1,5.80227,-0.281601,-6.08387
Tone,244.141,0.004096,1024,64,270.012,1,5.84686,-0.276717,-6.12358
Tone,244.141,0.004096,1024,64,288.387,1,5.86687,-0.273542,-6.14041
Tone,244.141,0.004096,1024,64,323.794,1,5.89931,-0.265226,-6.16453
Tone,244.141,0.004096,1024,64,362.003,1,5.91575,-0.259174,-6.17492
Tone,244.141,0.004096,1024,64,337.935,1,5.94276,-0.251676,-6.19443
Tone,244.141,0.004096,1024,64,320.843,1,5.97791,-0.24534,-6.22325
Tone,15625,6.40E-05,16,64,288.172,1,6.01823,-0.241155,-6.25938
Tone,488.281,0.002048,512,64,225.066,1,6.05491,-0.239571,-6.29448
Tone,244.141,0.004096,1024,64,268.627,1,6.07595,-0.238872,-6.31483
Tone,244.141,0.004096,1024,64,255.768,1,6.11851,-0.236659,-6.35517
Tone,244.141,0.004096,1024,64,263.722,1,6.15937,-0.233511,-6.39288
Tone,244.141,0.004096,1024,64,294.493,1,6.17803,-0.230991,-6.40902
Tone,244.141,0.004096,1024,64,314.534,1,6.21066,-0.224286,-6.43494
Tone,244.141,0.004096,1024,64,338.643,1,6.23788,-0.216628,-6.4545
Tone,488.281,0.002048,512,64,340.984,1,6.26774,-0.210048,-6.47779
Tone,244.141,0.004096,1024,64,322.68,1,6.28479,-0.207545,-6.49233
Tone,15625,6.40E-05,16,32,293.019,1,6.32242,-0.203997,-6.52642
Tone,244.141,0.004096,1024,64,261.576,1,6.36152,-0.202221,-6.56374
Tone,244.141,0.004096,1024,64,257.698,1,6.38155,-0.201373,-6.58293
Tone,244.141,0.004096,1024,64,256.113,1,6.42031,-0.19977,-6.62008
Tone,244.141,0.004096,1024,64,289.091,1,6.45723,-0.196742,-6.65397
Tone,244.141,0.004096,1024,64,309.383,1,6.47391,-0.194439,-6.66835
Tone,244.141,0.004096,1024,64,309.17,1,6.5022,-0.188679,-6.69088
Tone,244.141,0.004096,1024,64,296.953,1,6.52067,-0.183048,-6.70372
Tone,244.141,0.004096,1024,64,306.421,1,6.55004,-0.177945,-6.72798
Tone,15625,6.40E-05,16,32,287.131,1,6.56679,-0.176119,-6.74291
Tone,244.141,0.004096,1024,64,276.831,1,6.60185,-0.173891,-6.77574
Tone,244.141,0.004096,1024,64,252.325,1,6.63712,-0.173049,-6.81017
Tone,244.141,0.004096,1024,64,263.775,1,6.65498,-0.172743,-6.82772
Tone,244.141,0.004096,1024,64,260.316,1,6.69039,-0.171285,-6.86168
Tone,244.141,0.004096,1024,64,292.151,1,6.7227,-0.168273,-6.89098
Tone,244.141,0.004096,1024,64,322.949,1,6.74859,-0.163675,-6.91227
Tone,244.141,0.004096,1024,64,336.612,1,6.75859,-0.160611,-6.9192
Tone,244.141,0.004096,1024,64,347.96,1,6.78022,-0.155106,-6.93533
Tone,244.141,0.004096,1024,64,342.375,1,6.80523,-0.150096,-6.95533
Tone,15625,6.40E-05,16,64,325.323,1,6.82038,-0.148386,-6.96876
Tone,244.141,0.004096,1024,64,271.246,1,6.85263,-0.146409,-6.99904
Tone,244.141,0.004096,1024,64,260.975,1,6.88596,-0.145506,-7.03146
Tone,244.141,0.004096,1024,64,255.652,1,6.91926,-0.144679,-7.06394
Tone,244.141,0.004096,1024,64,269.002,1,6.9353,-0.144134,-7.07944
Tone,244.141,0.004096,1024,64,298.295,1,6.96559,-0.141585,-7.10718
Tone,244.141,0.004096,1024,64,306.822,1,6.99024,-0.137094,-7.12733
Tone,244.141,0.004096,1024,64,324.595,1,6.99935,-0.134249,-7.1336
Tone,244.141,0.004096,1024,64,324.305,1,7.01778,-0.128918,-7.1467
Tone,244.141,0.004096,1024,64,343.44,1,7.04194,-0.124712,-7.16665
Tone,488.281,0.002048,512,64,351.085,1,-2.83628,-8.38266,-5.54637
Tone,1953.12,0.000512,128,8,345.425,1,-2.65534,-7.38404,-4.7287
Tone,488.281,0.002048,512,64,269.157,1,-2.25373,-6.05091,-3.79718
Tone,488.281,0.002048,512,64,268.781,1,-1.85747,-5.21479,-3.35732
Tone,488.281,0.002048,512,64,251.106,1,-1.50046,-4.61748,-3.11701
Tone,488.281,0.002048,512,64,253.841,1,-1.34213,-4.36895,-3.02682
Tone,488.281,0.002048,512,64,280.102,1,-1.07363,-3.92568,-2.85206
Tone,488.281,0.002048,512,64,297.572,1,-0.864731,-3.53961,-2.67488
Tone,488.281,0.002048,512,64,314.743,1,-0.785233,-3.35922,-2.57399
Tone,488.281,0.002048,512,64,347.64,1,-0.629171,-3.03988,-2.4107
Tone,488.281,0.002048,512,64,349.827,1,-0.453139,-2.77973,-2.32659
Tone,488.281,0.002048,512,64,306.798,1,-0.248308,-2.5825,-2.33419
Tone,488.281,0.002048,512,64,245.886,1,-0.141655,-2.51199,-2.37033
Tone,488.281,0.002048,512,64,259.387,1,0.0725024,-2.37118,-2.44368
Tone,976.562,0.001024,256,64,250.157,1,0.277014,-2.24898,-2.52599
Tone,244.141,0.004096,1024,64,252.053,1,0.372655,-2.18931,-2.56197
Tone,488.281,0.002048,512,64,275.013,1,0.544258,-2.06838,-2.61264
Tone,488.281,0.002048,512,32,309.047,1,0.683035,-1.94298,-2.62602
Tone,488.281,0.002048,512,64,355.741,1,0.762169,-1.85428,-2.61645
Tone,488.281,0.002048,512,64,358.017,1,0.85298,-1.76019,-2.61317
Tone,488.281,0.002048,512,64,351.35,1,0.975679,-1.65634,-2.63202
Tone,1953.12,0.000512,128,4,300.765,1,1.11512,-1.57445,-2.68957
Tone,488.281,0.002048,512,64,276.222,1,1.18907,-1.54107,-2.73014
Tone,488.281,0.002048,512,64,256.171,1,1.33809,-1.4845,-2.82258
Tone,488.281,0.002048,512,64,252.127,1,1.48306,-1.43445,-2.9175
Tone,488.281,0.002048,512,64,260.835,1,1.61856,-1.38324,-3.0018
Tone,488.281,0.002048,512,64,291.528,1,1.68038,-1.35448,-3.03487
Tone,244.141,0.004096,1024,64,316.353,1,1.78598,-1.29139,-3.07737
Tone,488.281,0.002048,512,64,355.521,1,1.8687,-1.22776,-3.09646
Tone,244.141,0.004096,1024,64,371.464,1,1.91516,-1.19519,-3.11035
Tone,488.281,0.002048,512,64,336.946,1,2.00896,-1.14329,-3.15225
Tone,1953.12,0.000512,128,8,302.474,1,2.1155,-1.10367,-3.21917
Tone,488.281,0.002048,512,64,289.316,1,2.16621,-1.09051,-3.25672
Tone,488.281,0.002048,512,64,249.982,1,2.27869,-1.0646,-3.34328
Tone,488.281,0.002048,512,32,243.569,1,2.38873,-1.04121,-3.42993
Tone,488.281,0.002048,512,64,253.942,1,2.48497,-1.01794,-3.50291
Tone,488.281,0.002048,512,64,224.526,1,2.5325,-1.0028,-3.5353
Tone,488.281,0.002048,512,64,323.34,1,2.61351,-0.968444,-3.58195
Tone,488.281,0.002048,512,64,345.135,1,2.6589,-0.941592,-3.60049
Tone,488.281,0.002048,512,32,340.347,1,2.71448,-0.910704,-3.62518
Tone,1953.12,0.000512,128,32,330.399,1,2.78622,-0.876628,-3.66285
Tone,488.281,0.002048,512,64,316.482,1,2.86983,-0.850148,-3.71997
Tone,488.281,0.002048,512,64,258.232,1,2.95462,-0.833739,-3.78835
Tone,244.141,0.004096,1024,64,242.167,1,2.99972,-0.826438,-3.82616
Tone,488.281,0.002048,512,32,246.974,1,3.08857,-0.812629,-3.9012
Tone,244.141,0.004096,1024,64,219.951,1,3.16653,-0.799515,-3.96605
Tone,488.281,0.002048,512,64,275.548,1,3.20577,-0.790012,-3.99578
Tone,1953.12,0.000512,128,4,320.634,1,3.27391,-0.765856,-4.03977
Tone,488.281,0.002048,512,64,361.157,1,3.32426,-0.739376,-4.06364
Tone,488.281,0.002048,512,64,342.345,1,3.38044,-0.713867,-4.09431
Tone,1953.12,0.000512,128,32,324.21,1,3.41006,-0.703817,-4.11388
Tone,488.281,0.002048,512,64,260.418,1,3.47225,-0.690778,-4.16303
Tone,488.281,0.002048,512,64,259.634,1,3.54399,-0.680989,-4.22498
Tone,488.281,0.002048,512,64,245.556,1,3.58033,-0.677116,-4.25745
Tone,488.281,0.002048,512,64,237.634,1,3.65177,-0.670226,-4.32199
Tone,244.141,0.004096,1024,64,245.11,1,3.71555,-0.662331,-4.37788
Tone,488.281,0.002048,512,64,273.2,1,3.77574,-0.648667,-4.4244
Tone,1953.12,0.000512,128,64,293.743,1,3.7997,-0.640246,-4.43995
Tone,488.281,0.002048,512,64,307.314,1,3.84107,-0.621889,-4.46296
Tone,488.281,0.002048,512,64,327.716,1,3.88475,-0.603537,-4.48829
Tone,488.281,0.002048,512,64,315.315,1,3.90826,-0.595848,-4.50411
Tone,15625,6.40E-05,16,64,297.761,1,3.96301,-0.584279,-4.54729
Tone,488.281,0.002048,512,64,264.126,1,4.01823,-0.578552,-4.59678
Tone,488.281,0.002048,512,64,238.955,1,4.07909,-0.574263,-4.65335
Tone,1953.12,0.000512,128,16,231.946,1,4.10936,-0.572041,-4.6814
Tone,488.281,0.002048,512,64,249.565,1,4.1666,-0.566645,-4.73324
Tone,488.281,0.002048,512,32,267.484,1,4.2179,-0.55711,-4.77501
Tone,488.281,0.002048,512,64,288.321,1,4.23905,-0.550527,-4.78958
Tone,488.281,0.002048,512,64,332.298,1,4.27028,-0.536218,-4.8065
Tone,488.281,0.002048,512,64,342.985,1,4.31321,-0.51782,-4.83103
Tone,1953.12,0.000512,128,64,322.702,1,4.36164,-0.504921,-4.86656
Tone,488.281,0.002048,512,64,307.183,1,4.38431,-0.50142,-4.88573
Tone,488.281,0.002048,512,64,271.403,1,4.43984,-0.494889,-4.93473
Tone,1953.12,0.000512,128,64,250.174,1,4.49652,-0.489986,-4.98651
Tone,244.141,0.004096,1024,64,249.199,1,4.52337,-0.487984,-5.01136
Tone,488.281,0.002048,512,64,260.253,1,4.57682,-0.481211,-5.05803
Tone,488.281,0.002048,512,64,293.362,1,4.62359,-0.470813,-5.0944
Tone,244.141,0.004096,1024,64,329.655,1,4.64267,-0.464313,-5.10698
Tone,488.281,0.002048,512,64,359.557,1,4.67375,-0.449702,-5.12345
Tone,488.281,0.002048,512,64,335.63,1,4.70542,-0.437229,-5.14265
Tone,244.141,0.004096,1024,64,308.598,1,4.7391,-0.429092,-5.16819
Tone,976.562,0.001024,256,32,281.212,1,4.76102,-0.425755,-5.18678
Tone,1953.12,0.000512,128,8,253.27,1,4.80831,-0.42154,-5.22985
Tone,244.141,0.004096,1024,64,241.051,1,4.85585,-0.419383,-5.27523
Tone,244.141,0.004096,1024,64,239.317,1,4.8739,-0.41932,-5.29322
Tone,488.281,0.002048,512,64,249.171,1,4.91949,-0.415797,-5.33529
Tone,244.141,0.004096,1024,64,278.559,1,4.95975,-0.408901,-5.36865
Tone,488.281,0.002048,512,64,320.927,1,4.98317,-0.401874,-5.38505
Tone,488.281,0.002048,512,64,341.617,1,4.99806,-0.394372,-5.39244
Tone,488.281,0.002048,512,64,353.005,1,5.02641,-0.38307,-5.40948
Tone,1953.12,0.000512,128,64,324.238,1,5.05627,-0.376525,-5.43279
Tone,488.281,0.002048,512,64,282.63,1,5.07682,-0.373831,-5.45065
Tone,244.141,0.004096,1024,64,268.061,1,5.11533,-0.370551,-5.48588
Tone,488.281,0.002048,512,64,245.531,1,5.16374,-0.368482,-5.53222
Tone,244.141,0.004096,1024,64,234.296,1,5.20191,-0.36682,-5.56873
Tone,488.281,0.002048,512,64,259.078,1,5.22258,-0.364586,-5.58716
Tone,1953.12,0.000512,128,32,284.017,1,5.25805,-0.358303,-5.61635
Tone,488.281,0.002048,512,64,331.347,1,5.27974,-0.3501,-5.62984
Tone,488.281,0.002048,512,64,331.406,1,5.29161,-0.34536,-5.63697
Tone,1953.12,0.000512,128,32,336.999,1,5.31662,-0.335966,-5.65259
Tone,488.281,0.002048,512,64,327.406,1,5.34877,-0.328544,-5.67731
Tone,488.281,0.002048,512,64,288.7,1,5.38211,-0.325163,-5.70727
Tone,488.281,0.002048,512,64,269.361,1,5.40234,-0.323815,-5.72615
Tone,488.281,0.002048,512,64,251.735,1,5.44243,-0.322169,-5.7646
Tone,488.281,0.002048,512,64,249.308,1,5.48152,-0.320239,-5.80176
Tone,488.281,0.002048,512,64,268.23,1,5.5001,-0.318708,-5.8188
Tone,488.281,0.002048,512,64,279.061,1,5.52873,-0.314353,-5.84308
Tone,244.141,0.004096,1024,64,327.604,1,5.55238,-0.306063,-5.85844
Tone,488.281,0.002048,512,64,346.764,1,5.57367,-0.297153,-5.87083
Tone,488.281,0.002048,512,64,359.812,1,5.58563,-0.293152,-5.87878
Tone,488.281,0.002048,512,64,319.935,1,5.61439,-0.287659,-5.90205
Tone,488.281,0.002048,512,64,241.481,1,5.64425,-0.285532,-5.92978
Tone,1953.12,0.000512,128,32,255.295,1,5.66244,-0.284663,-5.9471
Tone,244.141,0.004096,1024,64,248.596,1,5.69872,-0.283599,-5.98232
Tone,244.141,0.004096,1024,64,251.145,1,5.73369,-0.282213,-6.0159
Tone,488.281,0.002048,512,64,259.267,1,5.74572,-0.281535,-6.02726
Tone,488.281,0.002048,512,64,290.788,1,5.77535,-0.27671,-6.05206
Tone,1953.12,0.000512,128,64,351.411,1,5.79544,-0.269335,-6.06477
Tone,488.281,0.002048,512,64,341.777,1,5.81579,-0.261625,-6.07742
Tone,1953.12,0.000512,128,32,324.743,1,5.82789,-0.258501,-6.08639
Tone,244.141,0.004096,1024,64,306.123,1,5.85798,-0.25426,-6.11224
Tone,244.141,0.004096,1024,64,273.038,1,5.89028,-0.252524,-6.14281
Tone,488.281,0.002048,512,64,258.169,1,5.90685,-0.252127,-6.15898
Tone,488.281,0.002048,512,64,247.024,1,5.93972,-0.251477,-6.1912
Tone,488.281,0.002048,512,64,270.802,1,5.97154,-0.249706,-6.22124
Tone,1953.12,0.000512,128,16,277.237,1,5.99982,-0.245721,-6.24554
Tone,488.281,0.002048,512,64,323.426,1,6.01105,-0.242582,-6.25364
Tone,488.281,0.002048,512,64,355.576,1,6.02899,-0.23513,-6.26412
Tone,488.281,0.002048,512,64,349.23,1,6.04739,-0.228953,-6.27634
Tone,488.281,0.002048,512,64,325.189,1,6.05744,-0.226235,-6.28368
Tone,1953.12,0.000512,128,32,318.414,1,6.07912,-0.223218,-6.30234
Tone,244.141,0.004096,1024,64,273.063,1,6.10763,-0.221924,-6.32955
Tone,488.281,0.002048,512,32,247.456,1,6.13672,-0.221847,-6.35857
Tone,488.281,0.002048,512,64,235.466,1,6.14669,-0.222399,-6.36909
Tone,488.281,0.002048,512,64,251.963,1,6.17535,-0.221417,-6.39676
Tone,1953.12,0.000512,128,64,271.388,1,6.19972,-0.218578,-6.4183
Tone,488.281,0.002048,512,64,294.984,1,6.21022,-0.216292,-6.42651
Tone,488.281,0.002048,512,64,347.115,1,6.22145,-0.211256,-6.43271
Tone,244.141,0.004096,1024,64,351.899,1,6.23662,-0.205301,-6.44192
Tone,488.281,0.002048,512,64,179.51,1,-2.81197,-9.79455,-6.98258
Tone,976.562,0.001024,256,64,332.544,1,-2.55076,-7.21986,-4.66911
Tone,488.281,0.002048,512,64,318.086,1,-2.35129,-6.48215,-4.13087
Tone,488.281,0.002048,512,64,274.863,1,-1.93874,-5.47411,-3.53537
Tone,488.281,0.002048,512,64,251.364,1,-1.55411,-4.78832,-3.23421
Tone,244.141,0.004096,1024,64,245.933,1,-1.21832,-4.26911,-3.05078
Tone,488.281,0.002048,512,64,263.537,1,-1.07242,-4.04666,-2.97424
Tone,488.281,0.002048,512,64,262.518,1,-0.833918,-3.63511,-2.8012
Tone,976.562,0.001024,256,32,347.32,1,-0.659076,-3.26453,-2.60546
Tone,488.281,0.002048,512,64,355.041,1,-0.587257,-3.1045,-2.51724
Tone,488.281,0.002048,512,64,339.922,1,-0.421522,-2.81965,-2.39812
Tone,488.281,0.002048,512,64,310.958,1,-0.228402,-2.59725,-2.36884
Tone,488.281,0.002048,512,64,292.845,1,-0.0143443,-2.42552,-2.41117
Tone,488.281,0.002048,512,64,258.561,1,0.0946881,-2.35431,-2.449
Tone,488.281,0.002048,512,64,249.925,1,0.300791,-2.23601,-2.5368
Tone,488.281,0.002048,512,64,247.231,1,0.500303,-2.12249,-2.6228
Tone,1953.12,0.000512,128,64,256.847,1,0.591787,-2.06579,-2.65758
Tone,488.281,0.002048,512,64,281.887,1,0.751437,-1.94783,-2.69927
Tone,488.281,0.002048,512,64,329.733,1,0.868945,-1.83115,-2.70009
Tone,488.281,0.002048,512,64,345.607,1,0.982217,-1.71678,-2.699
Tone,1953.12,0.000512,128,32,345.511,1,1.03593,-1.67063,-2.70656
Tone,1953.12,0.000512,128,32,325.19,1,1.16514,-1.58463,-2.74977
Tone,1953.12,0.000512,128,32,292.573,1,1.30899,-1.51757,-2.82656
Tone,244.141,0.004096,1024,64,270.985,1,1.38339,-1.4902,-2.87359
Tone,488.281,0.002048,512,64,250.275,1,1.52409,-1.44587,-2.96996
Tone,488.281,0.002048,512,32,244.424,1,1.6651,-1.40083,-3.06593
Tone,1953.12,0.000512,128,32,258.958,1,1.79321,-1.35114,-3.14435
Tone,488.281,0.002048,512,64,293.88,1,1.84955,-1.32323,-3.17278
